episode,episode time,episode_reward,running_reward,steps_done
7179,0.34913500864058733,0.0,39.69,1688419
7180,5.436799082905054,210.0,177.87,1688630
7181,11.181563690304756,378.0,321.51,1689065
7182,2.8018936878070235,84.0,55.44,1689172
7183,0.6254358282312751,21.0,49.77,1689201
7184,9.01613135356456,252.0,213.78,1689559
7185,9.290017841383815,252.0,206.43,1689929
7186,2.401765238493681,105.0,64.05,1690025
7187,4.328580116853118,105.0,61.74,1690193
7188,14.406281444244087,399.0,375.48,1690759
7189,7.941863612271845,231.0,203.7,1691080
7190,4.038702587597072,63.0,35.07,1691243
7191,0.8148013381287456,0.0,28.98,1691273
7192,11.414536254480481,378.0,349.65,1691724
7193,11.655259645543993,325.0,290.12,1692182
7194,1.769213548861444,42.0,122.26,1692249
7195,0.27776876650750637,0.0,88.82,1692261
7196,6.929672155529261,315.0,265.86,1692522
7197,5.696081824600697,189.0,158.76,1692747
7198,9.467635849490762,210.0,186.06,1693123
7199,0.8584228819236159,21.0,134.19,1693157
7200,9.272161464206874,336.0,275.31,1693532
7201,5.704913392663002,189.0,142.38,1693756
7202,4.565568964928389,168.0,130.62,1693934
7203,1.1093986285850406,21.0,84.63,1693978
7204,18.654811650514603,525.0,492.66,1694712
7205,6.5673001715913415,209.0,155.21,1694971
7206,0.4284739075228572,21.0,136.31,1694989
7207,1.7398856785148382,94.0,74.14,1695059
7208,6.755890390835702,273.0,240.45,1695332
7209,10.535555543377995,336.0,307.23,1695750
7210,3.511955843307078,42.0,26.25,1695886
7211,0.42531946022063494,0.0,22.68,1695904
7212,9.723591700196266,252.0,245.07,1696289
7213,10.38090527523309,273.0,235.2,1696692
7214,7.662410819903016,147.0,137.55,1696994
7215,0.7623451147228479,0.0,101.01,1697024
7216,7.9822468208149076,336.0,279.93,1697348
7217,7.189765719696879,210.0,175.56,1697627
7218,0.4764775326475501,0.0,146.16,1697646
7219,6.359967054799199,147.0,115.08,1697898
7220,8.014365780167282,315.0,282.03,1698219
7221,10.821946928277612,315.0,315.0,1698635
7222,2.9939916050061584,73.0,48.09,1698752
7223,0.5416382318362594,21.0,45.36,1698775
7224,6.316964454948902,189.0,150.15,1699033
7225,4.517471522092819,126.0,90.09,1699216
7226,0.6596370059996843,0.0,74.13,1699243
7227,6.112759004347026,189.0,150.15,1699475
7228,6.122901316732168,189.0,167.58,1699718
7229,5.94129557069391,210.0,176.4,1699959
7230,6.303289783187211,168.0,118.44,1700206
7231,5.441523727029562,147.0,121.59,1700417
7232,8.041222038678825,336.0,286.23,1700737
7233,5.577960574999452,105.0,91.35,1700950
7234,4.120388586074114,189.0,128.52,1701110
7235,0.7705620778724551,0.0,102.27,1701140
7236,7.785320200957358,210.0,205.8,1701443
7237,6.139585939235985,168.0,113.4,1701682
7238,6.420516038313508,189.0,145.74,1701941
7239,3.503536505624652,84.0,63.42,1702086
7240,10.700295129790902,273.0,243.81,1702507
7241,12.988819780759513,357.0,340.83,1703023
7242,3.0990814426913857,105.0,50.61,1703151
7243,0.7724247584119439,0.0,44.31,1703182
7244,7.074547944590449,231.0,215.04,1703467
7245,7.250143908895552,189.0,182.07,1703757
7246,5.786886828951538,168.0,146.16,1703986
7247,4.140096953138709,126.0,93.45,1704151
7248,4.471220355480909,189.0,162.75,1704338
7249,1.19090161845088,0.0,93.45,1704389
7250,4.045722234994173,63.0,30.87,1704553
7251,7.387069912627339,294.0,244.86,1704844
7252,2.4054026510566473,105.0,84.84,1704937
7253,3.070894858799875,105.0,61.32,1705060
7254,7.113332640379667,231.0,221.13,1705347
7255,0.8005418870598078,21.0,161.28,1705378
7256,6.876110329292715,231.0,216.09,1705651
7257,11.076947527006269,273.0,249.9,1706085
7258,7.358461556024849,189.0,171.78,1706371
7259,0.951712341979146,0.0,120.33,1706407
7260,11.684761062264442,441.0,432.81,1706870
7261,8.444394579157233,252.0,228.9,1707204
7262,0.7405117768794298,0.0,168.0,1707234
7263,0.4717680299654603,21.0,129.36,1707253
7264,9.560244427993894,231.0,221.76,1707622
7265,7.712702181190252,210.0,192.78,1707931
7266,7.966885685920715,126.0,124.74,1708250
7267,6.554809491150081,231.0,205.8,1708506
7268,4.841824152506888,168.0,153.72,1708698
7269,1.1458537485450506,42.0,102.9,1708747
7270,8.527434514835477,231.0,226.59,1709085
7271,7.899272534064949,294.0,264.6,1709397
7272,10.404256435111165,336.0,319.2,1709807
7273,4.4784349501132965,189.0,129.36,1709986
7274,0.9331949427723885,21.0,97.65,1710023
7275,5.145429478958249,126.0,99.96,1710226
7276,12.99536038376391,504.0,471.66,1710744
7277,4.991932473145425,105.0,90.93,1710938
7278,2.9781000604853034,42.0,19.95,1711054
7279,1.0345411291345954,0.0,17.43,1711095
7280,7.931075897067785,336.0,279.93,1711418
7281,3.8550980519503355,168.0,119.07,1711571
7282,0.6665854314342141,0.0,95.97,1711598
7283,8.279248201288283,241.0,214.83,1711924
7284,5.156312517821789,231.0,198.66,1712131
7285,8.388370958156884,231.0,213.57,1712466
7286,5.090553306974471,126.0,79.38,1712676
7287,2.951156319119036,84.0,54.18,1712792
7288,9.076551718637347,294.0,278.04,1713144
7289,1.2346759280189872,21.0,152.88,1713195
7290,5.0766983684152365,84.0,80.64,1713395
7291,3.53870521299541,63.0,49.77,1713540
7292,7.463698203675449,252.0,231.21,1713829
7293,6.30262104049325,210.0,190.47,1714090
7294,5.790729908272624,168.0,136.29,1714313
7295,4.6614509942010045,21.0,21.0,1714492
7296,6.573342978954315,231.0,216.51,1714763
7297,4.9202820006757975,210.0,184.8,1714967
7298,5.493863105773926,105.0,103.11,1715182
7299,2.3355666613206267,63.0,45.36,1715272
7300,5.736835454590619,189.0,138.6,1715501
7301,8.342417829670012,84.0,78.54,1715842
7302,8.977392185479403,252.0,206.64,1716201
7303,5.103829199448228,178.0,127.64,1716406
7304,7.6640557907521725,189.0,188.37,1716710
7305,7.458633937872946,231.0,210.42,1717003
7306,6.91274665016681,210.0,170.73,1717279
7307,4.0339958043769,105.0,79.38,1717436
7308,9.71804598160088,399.0,354.69,1717821
7309,5.667839480563998,189.0,143.85,1718048
7310,5.515561242587864,126.0,103.53,1718262
7311,0.7366066239774227,42.0,85.05,1718292
7312,4.540092709474266,210.0,161.91,1718477
7313,7.153245534747839,231.0,185.64,1718759
7314,8.218388083390892,273.0,262.71,1719083
7315,0.6514870366081595,0.0,196.56,1719111
7316,7.626631836406887,210.0,201.81,1719420
7317,4.000702270306647,126.0,85.05,1719576
7318,7.77163156028837,231.0,182.7,1719880
7319,3.4021977270022035,42.0,22.68,1720011
7320,6.389786426909268,231.0,201.6,1720270
7321,5.298307196237147,189.0,156.24,1720480
7322,8.225040756165981,210.0,191.94,1720802
7323,0.5421630870550871,0.0,150.99,1720826
7324,6.324370512738824,189.0,175.77,1721072
7325,8.748290854506195,252.0,233.31,1721414
7326,5.730825143866241,168.0,153.93,1721634
7327,4.307084155268967,21.0,17.43,1721802
7328,9.931052635423839,357.0,318.15,1722190
7329,7.182256465777755,231.0,191.73,1722474
7330,4.912527439184487,126.0,81.9,1722674
7331,0.2354727629572153,0.0,77.7,1722685
7332,5.321362592279911,189.0,164.22,1722892
7333,4.222837815992534,105.0,68.88,1723056
7334,2.570125718601048,105.0,57.96,1723160
7335,2.838350654579699,84.0,60.9,1723273
7336,4.901328924112022,189.0,131.04,1723467
7337,12.781422109343112,315.0,269.64,1723968
7338,5.33775891084224,105.0,105.0,1724178
7339,2.16596691776067,21.0,25.41,1724261
7340,5.488261539489031,231.0,215.04,1724483
7341,3.572622229345143,168.0,97.86,1724626
7342,8.473096713423729,210.0,183.75,1724961
7343,2.3647200344130397,42.0,46.83,1725051
7344,8.094074190594256,378.0,311.22,1725373
7345,1.39368761703372,42.0,198.03,1725422
7346,7.152292848564684,210.0,174.72,1725703
7347,2.4102798011153936,42.0,27.93,1725799
7348,6.271158234216273,189.0,184.38,1726047
7349,5.61284801736474,105.0,66.78,1726262
7350,4.280672110617161,147.0,119.07,1726429
7351,4.597994200885296,105.0,86.31,1726605
7352,4.9571982733905315,210.0,167.58,1726794
7353,0.5957399364560843,21.0,144.69,1726817
7354,2.8511977214366198,84.0,41.16,1726927
7355,9.410710146650672,252.0,209.16,1727305
7356,7.4376096203923225,357.0,321.51,1727595
7357,2.136241695843637,84.0,91.77,1727678
7358,7.204592922702432,168.0,156.45,1727959
7359,7.225067068822682,231.0,201.39,1728244
7360,7.969086381606758,357.0,278.46,1728572
7361,10.626437927596271,231.0,219.87,1728987
7362,5.370153769850731,189.0,145.74,1729195
7363,0.9824071973562241,42.0,117.18,1729233
7364,9.605524837039411,315.0,268.17,1729609
7365,1.0494127459824085,21.0,176.4,1729649
7366,1.143046936020255,42.0,62.16,1729695
7367,5.491598661057651,126.0,94.5,1729911
7368,8.552338415756822,399.0,331.17,1730249
7369,9.563136810436845,252.0,240.24,1730623
7370,0.3675225805491209,0.0,208.11,1730639
7371,2.3723533963784575,125.0,61.74,1730735
7372,6.176210569217801,147.0,127.47,1730981
7373,8.54285629466176,273.0,243.39,1731316
7374,8.681755304336548,252.0,227.85,1731664
7375,0.9311091229319572,42.0,167.58,1731701
7376,7.421569274738431,231.0,216.51,1731996
7377,4.228992348536849,105.0,80.01,1732175
7378,9.479913816787302,336.0,313.11,1732539
7379,0.2514859326183796,0.0,280.77,1732551
7380,8.436757704243064,336.0,294.0,1732884
7381,6.0014354679733515,126.0,101.01,1733123
7382,7.411475194618106,210.0,149.52,1733417
7383,1.9771960321813822,126.0,94.08,1733496
7384,7.531707369722426,231.0,214.2,1733779
7385,4.808306124992669,126.0,95.76,1733965
7386,8.995775158517063,231.0,229.74,1734312
7387,4.527727290056646,136.0,116.14,1734488
7388,16.576165662147105,546.0,478.17,1735148
7389,6.584805299527943,147.0,115.71,1735408
7390,1.0493210451677442,21.0,77.91,1735452
7391,1.6224067071452737,21.0,9.66,1735515
7392,8.26787737943232,336.0,296.1,1735834
7393,3.654276292771101,84.0,72.03,1735982
7394,5.251946121454239,147.0,135.66,1736196
7395,4.658485045656562,63.0,63.0,1736388
7396,5.803396709263325,231.0,209.37,1736614
7397,5.150515866465867,210.0,179.76,1736826
7398,5.7564914003014565,189.0,159.6,1737056
7399,0.8510886700823903,0.0,119.49,1737090
7400,6.23967588506639,210.0,195.72,1737334
7401,3.217949735932052,63.0,30.24,1737464
7402,4.642079064622521,147.0,127.47,1737650
7403,7.933081699535251,273.0,239.19,1737969
7404,8.303629673086107,357.0,276.78,1738295
7405,7.903482194058597,252.0,201.81,1738599
7406,3.107491945847869,42.0,20.37,1738724
7407,0.26212969701737165,0.0,20.37,1738735
7408,5.816262372769415,210.0,203.91,1738963
7409,16.806665241718292,504.0,446.67,1739638
7410,0.3685580603778362,0.0,388.71,1739653
7411,0.8356767501682043,21.0,254.52,1739686
7412,3.260340239852667,126.0,79.38,1739812
7413,4.395422521978617,147.0,110.04,1739987
7414,9.136086742393672,315.0,265.23,1740348
7415,0.617104790173471,0.0,207.06,1740375
7416,4.789559872820973,147.0,108.99,1740565
7417,5.7543683759868145,147.0,103.95,1740787
7418,8.591216064989567,168.0,146.16,1741128
7419,0.7323771426454186,0.0,110.67,1741157
7420,12.716826004907489,441.0,401.73,1741656
7421,8.074009419418871,273.0,227.01,1741980
7422,0.23566777165979147,0.0,210.0,1741990
7423,1.6384715121239424,52.0,91.32,1742053
7424,11.499550765380263,399.0,374.43,1742503
7425,5.711380528286099,168.0,140.7,1742729
7426,5.415212234482169,147.0,107.73,1742939
7427,0.6053165076300502,0.0,86.73,1742965
7428,11.208028237335384,336.0,320.25,1743403
7429,8.612414785660803,168.0,149.52,1743745
7430,4.268938499502838,126.0,81.69,1743912
7431,2.205427438020706,63.0,43.26,1744001
7432,4.798878681845963,147.0,111.51,1744186
7433,4.353819942101836,63.0,50.4,1744365
7434,8.591679871082306,294.0,242.76,1744702
7435,7.392081108875573,147.0,119.91,1744983
7436,4.176999134011567,168.0,115.92,1745144
7437,8.191141420044005,252.0,241.08,1745460
7438,5.9243028201162815,252.0,223.65,1745693
7439,1.4075541272759438,0.0,108.36,1745750
7440,3.622018128633499,168.0,114.03,1745898
7441,9.613057906739414,294.0,264.6,1746282
7442,1.5738555444404483,63.0,127.05,1746346
7443,5.908714520744979,147.0,128.52,1746584
7444,14.049807877279818,504.0,481.11,1747131
7445,7.793317642994225,210.0,188.58,1747439
7446,1.2993910843506455,63.0,115.5,1747492
7447,0.3261019140481949,0.0,92.82,1747505
7448,4.540434709750116,189.0,143.85,1747686
7449,5.651639389805496,168.0,131.04,1747910
7450,8.718251058831811,252.0,195.3,1748251
7451,4.6963663548231125,94.0,79.51,1748432
7452,5.379576086066663,231.0,198.24,1748643
7453,9.415408410131931,336.0,318.99,1749016
7454,2.7390744611620903,42.0,19.32,1749125
7455,3.386523793451488,63.0,49.77,1749257
7456,5.372045733034611,231.0,200.13,1749465
7457,5.062282707542181,168.0,148.89,1749666
7458,7.473764028400183,189.0,169.05,1749955
7459,5.0459312265738845,178.0,131.12,1750161
7460,6.342067099176347,273.0,235.41,1750404
7461,6.0680610137060285,168.0,145.32,1750641
7462,11.334419094957411,377.0,356.8,1751084
7463,0.828879326581955,0.0,251.43,1751116
7464,3.926607700996101,168.0,137.13,1751273
7465,4.013950355350971,105.0,89.67,1751433
7466,8.29168383218348,252.0,209.79,1751766
7467,3.298685288988054,105.0,90.93,1751901
7468,4.945065949112177,189.0,162.96,1752093
7469,9.706446219235659,231.0,217.35,1752482
7470,6.921648248098791,168.0,143.85,1752751
7471,0.8121023960411549,0.0,108.99,1752782
7472,6.678297004662454,273.0,240.24,1753044
7473,0.2906944593414664,0.0,217.35,1753057
7474,9.473084464669228,231.0,213.57,1753430
7475,4.634124132804573,147.0,125.79,1753606
7476,9.131835324689746,336.0,304.08,1753958
7477,6.590162104927003,168.0,143.64,1754217
7478,5.281115383841097,147.0,98.7,1754426
7479,4.068008653819561,84.0,58.8,1754589
7480,7.833730938844383,378.0,325.71,1754896
7481,5.953387605026364,189.0,132.51,1755125
7482,5.018580089323223,136.0,91.64,1755327
7483,0.41814563795924187,0.0,82.19,1755343
7484,5.1850459929555655,210.0,180.39,1755554
7485,5.296563915908337,189.0,154.77,1755753
7486,8.353074022568762,210.0,187.32,1756060
7487,3.39464199449867,105.0,67.2,1756191
7488,14.551107876934111,504.0,470.4,1756758
7489,5.1137939328327775,231.0,191.31,1756950
7490,0.9297500131651759,42.0,138.18,1756989
7491,1.2975738579407334,42.0,55.23,1757036
7492,8.047088781371713,252.0,240.45,1757341
7493,1.7188658453524113,21.0,98.28,1757407
7494,8.509919881820679,294.0,240.87,1757732
7495,6.140353980474174,63.0,53.76,1757970
7496,11.089199527166784,357.0,319.62,1758404
7497,8.541991002857685,252.0,211.26,1758743
7498,5.508869796991348,209.0,136.86,1758960
7499,1.2887120405212045,21.0,96.4,1759006
7500,9.147126803174615,252.0,235.83,1759366
7501,9.54860979411751,357.0,308.28,1759744
7502,0.2518149120733142,0.0,283.08,1759755
7503,4.882274825125933,115.0,83.96,1759945
7504,8.224280577152967,315.0,289.17,1760261
7505,1.1923006800934672,42.0,176.82,1760306
7506,6.210226385854185,252.0,192.78,1760549
7507,5.972103748470545,147.0,127.26,1760788
7508,7.782008644193411,231.0,215.25,1761094
7509,8.186951179988682,273.0,234.36,1761427
7510,6.539955046959221,262.0,230.59,1761686
7511,1.020085641182959,0.0,157.09,1761725
7512,9.17169839143753,357.0,285.6,1762094
7513,6.897347891703248,189.0,164.22,1762367
7514,4.637972175143659,147.0,123.27,1762547
7515,1.362879398278892,73.0,81.12,1762603
7516,7.9657826870679855,273.0,242.13,1762917
7517,4.0466470224782825,105.0,71.4,1763080
7518,8.395468975417316,231.0,223.02,1763406
7519,3.8207177417352796,84.0,43.05,1763556
7520,11.270119185559452,273.0,257.25,1763957
7521,10.270636389963329,336.0,317.73,1764361
7522,5.575950065627694,147.0,122.64,1764584
7523,2.2819954017177224,21.0,31.5,1764674
7524,4.932218076661229,126.0,94.92,1764870
7525,4.079759054817259,126.0,85.89,1765030
7526,4.65622572787106,168.0,123.48,1765211
7527,8.145406822673976,210.0,185.64,1765539
7528,9.64870179630816,357.0,317.94,1765913
7529,4.817738702520728,126.0,103.95,1766104
7530,2.3000127719715238,21.0,23.73,1766198
7531,6.223314017057419,147.0,123.27,1766439
7532,5.987983867526054,252.0,231.84,1766678
7533,8.85676661785692,294.0,259.98,1767017
7534,6.988729860633612,168.0,146.79,1767292
7535,3.1604529060423374,94.0,75.1,1767418
7536,9.79991452395916,357.0,303.03,1767804
7537,8.30081392545253,294.0,289.17,1768140
7538,2.5971800573170185,42.0,31.92,1768238
7539,0.8702116403728724,21.0,28.98,1768273
7540,6.906661807559431,231.0,230.58,1768547
7541,8.265826591290534,294.0,254.52,1768872
7542,4.06332513410598,168.0,136.71,1769032
7543,0.6757770255208015,42.0,120.54,1769060
7544,4.758202117867768,147.0,114.24,1769245
7545,2.8909557154402137,42.0,40.11,1769360
7546,6.792366640642285,210.0,185.22,1769630
7547,8.994985696859658,315.0,290.85,1769988
7548,10.053146868944168,441.0,424.83,1770388
7549,7.600127577781677,168.0,141.75,1770688
7550,3.892767410725355,147.0,102.69,1770838
7551,0.6447197692468762,0.0,84.42,1770865
7552,5.80650744959712,168.0,145.11,1771092
7553,8.064912634901702,210.0,179.13,1771410
7554,9.349872234277427,315.0,281.61,1771780
7555,0.8706564093008637,21.0,198.87,1771814
7556,10.44917156919837,252.0,238.35,1772225
7557,8.26065992936492,357.0,323.82,1772570
7558,3.44702566601336,115.0,78.62,1772703
7559,1.50330722425133,52.0,56.86,1772759
7560,8.729066626168787,252.0,228.48,1773094
7561,9.337999757379293,315.0,276.36,1773454
7562,3.0433965427801013,84.0,57.96,1773571
7563,0.8511343291029334,31.0,52.66,1773605
7564,7.943564631976187,210.0,193.41,1773908
7565,9.484587101265788,357.0,326.76,1774284
7566,0.8656649421900511,21.0,227.22,1774320
7567,3.7068931544199586,63.0,43.89,1774471
7568,8.050450273789465,273.0,241.08,1774795
7569,6.648453486151993,189.0,166.32,1775052
7570,0.36359456926584244,0.0,144.27,1775068
7571,6.658316249027848,189.0,167.37,1775325
7572,9.20673717185855,273.0,246.12,1775682
7573,4.380887343548238,105.0,92.19,1775853
7574,4.4337875880301,126.0,82.11,1776030
7575,6.61330583691597,210.0,178.92,1776292
7576,6.965183972381055,252.0,229.95,1776568
7577,8.166729548946023,231.0,199.08,1776908
7578,6.22764278948307,189.0,154.77,1777153
7579,0.6464300118386745,0.0,121.59,1777178
7580,4.638253090903163,126.0,94.92,1777358
7581,6.271454318426549,252.0,194.67,1777607
7582,1.6992788463830948,21.0,80.64,1777675
7583,5.0888835694640875,147.0,95.97,1777868
7584,4.629286403767765,168.0,104.16,1778047
7585,7.894212709739804,273.0,230.37,1778366
7586,6.2609231155365705,168.0,138.18,1778611
7587,5.805745634250343,84.0,66.15,1778844
7588,10.048042521812022,336.0,305.34,1779251
7589,2.2890129033476114,42.0,63.0,1779341
7590,5.7374531188979745,189.0,162.33,1779565
7591,4.880605279468,126.0,114.24,1779756
7592,9.455210916697979,315.0,269.22,1780123
7593,5.754052895121276,189.0,145.11,1780350
7594,3.0060066673904657,105.0,67.41,1780470
7595,3.3619633223861456,21.0,17.22,1780606
7596,9.822050282731652,462.0,442.26,1780989
7597,11.971718115732074,273.0,237.93,1781462
7598,0.5898482389748096,21.0,193.62,1781486
7599,0.2051611626520753,0.0,173.04,1781496
7600,6.98432292509824,231.0,218.82,1781774
7601,12.326478912495077,336.0,298.83,1782249
7602,5.882243515923619,126.0,105.63,1782476
7603,1.1734550213441253,42.0,79.17,1782524
7604,7.547766004689038,189.0,153.93,1782816
7605,5.254778208211064,210.0,142.59,1783026
7606,6.452359032817185,273.0,196.98,1783277
7607,1.9840981913730502,42.0,80.43,1783354
7608,7.995008924975991,231.0,208.32,1783679
7609,0.28671975061297417,0.0,190.05,1783690
7610,4.61111331731081,147.0,101.22,1783868
7611,9.094982720911503,252.0,212.73,1784219
7612,4.982946301810443,210.0,159.18,1784412
7613,11.256078100763261,357.0,336.42,1784849
7614,6.270983592607081,147.0,125.79,1785093
7615,2.168156709522009,42.0,42.0,1785178
7616,9.171397316269577,273.0,251.16,1785545
7617,5.914984072558582,147.0,139.23,1785772
7618,2.673922955058515,42.0,23.94,1785873
7619,4.372242441400886,168.0,125.37,1786059
7620,7.554033354856074,273.0,219.03,1786368
7621,8.445091765373945,273.0,248.85,1786709
7622,4.507801570929587,168.0,121.8,1786891
7623,1.1221432788297534,31.0,87.78,1786936
7624,6.685457254759967,210.0,195.09,1787194
7625,12.601465257816017,336.0,279.3,1787693
7626,1.8687203442677855,42.0,107.1,1787766
7627,2.9368836553767323,126.0,71.4,1787883
7628,4.825453246943653,168.0,127.26,1788074
7629,2.2768552023917437,63.0,46.41,1788169
7630,5.878246530890465,168.0,160.23,1788403
7631,7.280981131829321,231.0,214.41,1788691
7632,5.496135825291276,252.0,209.37,1788901
7633,6.286618264392018,168.0,135.03,1789143
7634,8.651822175830603,294.0,254.52,1789494
7635,1.9221376990899444,10.0,83.48,1789568
7636,6.061545175500214,210.0,196.35,1789812
7637,0.9484985498711467,21.0,127.89,1789851
7638,8.542209535837173,294.0,259.77,1790181
7639,8.55656557623297,356.0,322.19,1790524
7640,9.466333414427936,420.0,373.8,1790898
7641,10.417570536956191,252.0,234.15,1791307
7642,0.19979117158800364,0.0,219.45,1791315
7643,0.8010631436482072,0.0,148.05,1791347
7644,10.74396726116538,420.0,363.3,1791778
7645,7.712631366215646,273.0,245.7,1792087
7646,3.0081394016742706,104.0,89.46,1792201
7647,0.6499246554449201,21.0,77.83,1792228
7648,10.461545255035162,336.0,319.2,1792634
7649,5.342151048593223,147.0,116.76,1792842
7650,5.282677188515663,210.0,170.52,1793053
7651,0.5048458743840456,0.0,144.06,1793072
7652,10.968838240019977,399.0,343.98,1793508
7653,8.852624076418579,315.0,292.95,1793865
7654,1.3110541682690382,31.0,162.35,1793915
7655,0.2756581287831068,0.0,124.13,1793929
7656,9.795832444913685,294.0,258.51,1794323
7657,6.093500032089651,168.0,143.64,1794566
7658,5.62923673260957,199.0,182.9,1794790
7659,0.7137425253167748,42.0,150.14,1794817
7660,7.967663054354489,378.0,313.11,1795140
7661,8.860901663079858,294.0,270.9,1795495
7662,1.27821372076869,42.0,145.74,1795547
7663,0.43136374559253454,0.0,102.06,1795564
7664,8.47988807130605,315.0,276.36,1795900
7665,7.875051450915635,273.0,234.15,1796208
7666,4.0747866136953235,84.0,63.21,1796370
7667,1.377926784567535,63.0,54.81,1796425
7668,5.995767580345273,294.0,262.29,1796666
7669,8.405523106455803,294.0,241.92,1797005
7670,7.447522665373981,262.0,220.98,1797309
7671,0.24132894072681665,0.0,205.23,1797319
7672,9.523506573401392,336.0,302.19,1797703
7673,13.125876066274941,378.0,358.05,1798217
7674,0.7513303281739354,21.0,273.0,1798246
7675,1.4798629442229867,0.0,58.8,1798305
7676,3.096802044659853,105.0,67.62,1798425
7677,5.00360192079097,189.0,138.81,1798621
7678,10.254298795945942,273.0,238.77,1799020
7679,2.4152999352663755,63.0,58.8,1799116
7680,3.0529325529932976,84.0,57.33,1799236
7681,5.0222386745736,252.0,189.42,1799433
7682,6.493163193576038,168.0,137.13,1799688
7683,5.813813278451562,168.0,148.68,1799925
7684,14.985776111483574,462.0,435.96,1800519
7685,3.439739969559014,105.0,56.7,1800653
7686,3.096001942642033,84.0,62.37,1800771
7687,2.646336106583476,21.0,19.32,1800875
7688,8.665187972597778,378.0,340.83,1801211
7689,10.599954248405993,315.0,282.45,1801634
7690,0.6902971602976322,21.0,214.83,1801664
7691,0.649511587806046,0.0,142.59,1801690
7692,9.68817986920476,315.0,285.6,1802074
7693,6.343715718016028,189.0,168.21,1802330
7694,9.362866063602269,168.0,144.06,1802700
7695,3.970387320034206,156.0,103.92,1802855
7696,3.0771819977089763,210.0,130.83,1802978
7697,3.0575820235535502,84.0,47.04,1803102
7698,3.632552702911198,126.0,83.16,1803244
7699,8.204459424130619,273.0,253.26,1803567
7700,9.673480296507478,357.0,339.57,1803957
7701,9.485596049576998,231.0,188.58,1804328
7702,1.2355879815295339,21.0,101.64,1804385
7703,4.328807616606355,21.0,16.8,1804555
7704,5.350501369684935,189.0,163.38,1804766
7705,6.179673542268574,210.0,157.29,1805005
7706,10.208837553858757,262.0,238.7,1805400
7707,1.3693134943023324,31.0,121.46,1805455
7708,4.522133114747703,126.0,99.33,1805634
7709,13.70579747017473,420.0,377.37,1806167
7710,6.196600488387048,168.0,127.68,1806409
7711,0.9122670134529471,0.0,88.83,1806446
7712,8.050532017834485,420.0,356.16,1806767
7713,5.1912334859371185,189.0,131.04,1806977
7714,3.4505525585263968,105.0,79.17,1807113
7715,1.5437468821182847,0.0,73.29,1807128
7716,3.9460623357445,126.0,81.48,1807285
7717,4.217398862354457,63.0,54.81,1807446
7718,2.950932106934488,63.0,27.09,1807566
7719,3.0818741591647267,84.0,49.35,1807686
7720,7.106863730587065,294.0,250.95,1807963
7721,7.0192144410684705,336.0,298.62,1808243
7722,2.314639510586858,105.0,64.68,1808340
7723,0.6501172874122858,21.0,50.82,1808366
7724,17.982266707345843,735.0,708.96,1809077
7725,0.7130268588662148,21.0,537.18,1809104
7726,0.6777469301596284,0.0,356.58,1809131
7727,0.42563679069280624,21.0,228.27,1809150
7728,8.83557761553675,420.0,373.38,1809498
7729,2.090472267009318,42.0,98.91,1809580
7730,9.361562754027545,273.0,253.89,1809945
7731,1.5741968723013997,31.0,127.68,1810004
7732,6.38464162312448,231.0,211.89,1810247
7733,1.7665886860340834,42.0,83.79,1810318
7734,6.344483238644898,168.0,162.96,1810572
7735,1.3702181624248624,21.0,84.84,1810629
7736,1.4823906337842345,63.0,30.24,1810692
7737,6.048995367251337,168.0,140.7,1810944
7738,9.85520315170288,294.0,266.07,1811337
7739,5.05790326371789,168.0,117.39,1811541
7740,10.247885721735656,357.0,306.39,1811946
7741,8.110761449672282,210.0,200.34,1812258
7742,4.211991459131241,63.0,48.3,1812419
7743,3.6233905646950006,84.0,38.85,1812569
7744,7.170544303022325,273.0,215.88,1812843
7745,5.973749611526728,168.0,162.96,1813083
7746,6.810460497625172,168.0,154.56,1813344
7747,3.404256816022098,126.0,81.69,1813479
7748,8.294482382014394,336.0,290.64,1813799
7749,6.14683529548347,147.0,144.27,1814043
7750,0.6446155235171318,21.0,111.93,1814070
7751,6.7633232763037086,252.0,211.68,1814335
7752,10.475537047721446,357.0,318.57,1814741
7753,8.719452232122421,357.0,329.91,1815089
7754,5.42682221531868,208.0,168.61,1815313
7755,0.34196904953569174,0.0,153.61,1815326
7756,9.051690683700144,336.0,304.5,1815693
7757,6.34128047619015,126.0,109.2,1815951
7758,2.233222784474492,42.0,35.07,1816042
7759,4.096392272040248,105.0,95.34,1816204
7760,1.450870648957789,63.0,73.92,1816262
7761,8.079665143974125,210.0,195.72,1816581
7762,9.716194155625999,378.0,350.07,1816955
7763,2.571101125329733,42.0,32.55,1817054
7764,2.272142614237964,84.0,52.71,1817142
7765,5.849809475243092,168.0,144.06,1817375
7766,6.0516606802120805,147.0,128.94,1817615
7767,3.500691476278007,84.0,53.13,1817759
7768,6.694557164795697,252.0,230.16,1818020
7769,8.597095208242536,231.0,217.98,1818360
7770,5.866954806260765,231.0,195.09,1818606
7771,1.0180978635326028,21.0,132.72,1818645
7772,8.956101606599987,294.0,270.48,1818988
7773,13.571769920177758,483.0,458.64,1819514
7774,1.2219390496611595,21.0,251.37,1819563
7775,0.8738781372085214,0.0,89.67,1819599
7776,8.745004063472152,252.0,223.44,1819939
7777,7.410739370621741,252.0,215.25,1820231
7778,1.6411056900396943,42.0,96.81,1820302
